550,0,165,550,1283,1.02,1,22.00
550,0,165,550,1283,1.02,3,43.50
550,0,165,550,1283,1.02,7,53.60
550,0,165,550,1283,1.02,28,63.50
550,0,165,550,1283,1.02,90,71.70
495,55,165,546,1273,1.05,1,22.70
495,55,165,546,1273,1.05,3,47.90
495,55,165,546,1273,1.05,7,60.60
495,55,165,546,1273,1.05,28,72.80
495,55,165,546,1273,1.05,90,83.20
468,82,165,543,1267,1.11,1,22.90
468,82,165,543,1267,1.11,3,49.00
468,82,165,543,1267,1.11,7,62.50
468,82,165,543,1267,1.11,28,75.10
468,82,165,543,1267,1.11,90,84.90
440,110,165,540,1261,1.15,1,23.10
440,110,165,540,1261,1.15,3,51.50
440,110,165,540,1261,1.15,7,64.30
440,110,165,540,1261,1.15,28,78.20
440,110,165,540,1261,1.15,90,86.80
500,0,160,567,1324,1.10,1,20.90
500,0,160,567,1324,1.10,3,41.30
500,0,160,567,1324,1.10,7,51.00
500,0,160,567,1324,1.10,28,59.60
500,0,160,567,1324,1.10,90,66.80
450,50,160,562,1313,1.14,1,21.70
450,50,160,562,1313,1.14,3,45.80
450,50,160,562,1313,1.14,7,58.00
450,50,160,562,1313,1.14,28,68.80
450,50,160,562,1313,1.14,90,78.20
425,75,160,560,1307,1.20,1,21.80
425,75,160,560,1307,1.20,3,46.50
425,75,160,560,1307,1.20,7,61.20
425,75,160,560,1307,1.20,28,72.20
425,75,160,560,1307,1.20,90,81.50
400,100,160,558,1301,1.24,1,22.00
400,100,160,558,1301,1.24,3,48.70
400,100,160,558,1301,1.24,7,61.80
400,100,160,558,1301,1.24,28,72.70
400,100,160,558,1301,1.24,90,82.20
500,0,170,560,1305,1.00,1,18.90
500,0,170,560,1305,1.00,3,39.90
500,0,170,560,1305,1.00,7,49.80
500,0,170,560,1305,1.00,28,57.90
500,0,170,560,1305,1.00,90,64.90
450,50,170,555,1294,1.00,1,19.50
450,50,170,555,1294,1.00,3,44.30
450,50,170,555,1294,1.00,7,56.80
450,50,170,555,1294,1.00,28,66.60
450,50,170,555,1294,1.00,90,75.60
425,75,170,553,1290,1.00,1,19.70
425,75,170,553,1290,1.00,3,45.20
425,75,170,553,1290,1.00,7,57.60
425,75,170,553,1290,1.00,28,67.20
425,75,170,553,1290,1.00,90,75.80
400,100,170,551,1285,1.00,1,20.10
400,100,170,551,1285,1.00,3,46.90
400,100,170,551,1285,1.00,7,59.10
400,100,170,551,1285,1.00,28,69.30
400,100,170,551,1285,1.00,90,77.20
550,0,165,550,1283,1.20,1,39.70
550,0,165,550,1283,1.20,3,67.20
550,0,165,550,1283,1.20,7,78.90
550,0,165,550,1283,1.20,28,88.50
550,0,165,550,1283,1.20,90,97.10
495,55,165,546,1273,1.24,1,34.70
495,55,165,546,1273,1.24,3,60.80
495,55,165,546,1273,1.24,7,83.60
495,55,165,546,1273,1.24,28,95.20
495,55,165,546,1273,1.24,90,104.10
468,82,165,543,1267,1.31,1,35.30
468,82,165,543,1267,1.31,3,63.20
468,82,165,543,1267,1.31,7,85.40
468,82,165,543,1267,1.31,28,96.00
468,82,165,543,1267,1.31,90,104.40
440,110,165,540,1261,1.35,1,37.50
440,110,165,540,1261,1.35,3,66.50
440,110,165,540,1261,1.35,7,86.00
440,110,165,540,1261,1.35,28,98.10
440,110,165,540,1261,1.35,90,106.50
500,0,160,567,1324,1.30,1,37.80
500,0,160,567,1324,1.30,3,63.90
500,0,160,567,1324,1.30,7,76.40
500,0,160,567,1324,1.30,28,85.70
500,0,160,567,1324,1.30,90,94.00
450,50,160,562,1313,1.35,1,32.10
450,50,160,562,1313,1.35,3,58.90
450,50,160,562,1313,1.35,7,80.60
450,50,160,562,1313,1.35,28,91.60
450,50,160,562,1313,1.35,90,100.30
425,75,160,560,1307,1.42,1,33.80
425,75,160,560,1307,1.42,3,59.20
425,75,160,560,1307,1.42,7,81.90
425,75,160,560,1307,1.42,28,93.40
425,75,160,560,1307,1.42,90,101.80
400,100,160,558,1301,1.47,1,34.20
400,100,160,558,1301,1.47,3,60.70
400,100,160,558,1301,1.47,7,82.80
400,100,160,558,1301,1.47,28,94.30
400,100,160,558,1301,1.47,90,103.30
500,0,170,560,1305,1.28,1,35.50
500,0,170,560,1305,1.28,3,61.70
500,0,170,560,1305,1.28,7,73.80
500,0,170,560,1305,1.28,28,82.80
500,0,170,560,1305,1.28,90,90.50
450,50,170,555,1294,1.28,1,29.90
450,50,170,555,1294,1.28,3,57.60
450,50,170,555,1294,1.28,7,78.90
450,50,170,555,1294,1.28,28,89.70
450,50,170,555,1294,1.28,90,98.50
425,75,170,553,1290,1.28,1,32.60
425,75,170,553,1290,1.28,3,57.30
425,75,170,553,1290,1.28,7,79.20
425,75,170,553,1290,1.28,28,90.30
425,75,170,553,1290,1.28,90,99.10
400,100,170,551,1285,1.28,1,31.10
400,100,170,551,1285,1.28,3,59.20
400,100,170,551,1285,1.28,7,80.30
400,100,170,551,1285,1.28,28,91.10
400,100,170,551,1285,1.28,90,100.10
325,0,205,900,940,0.00,1,11.60
325,0,205,900,940,0.00,3,17.70
325,0,205,900,940,0.00,7,20.80
325,0,205,900,940,0.00,28,31.70
325,0,205,900,940,0.00,90,33.60
325,0,205,900,940,0.00,180,35.90
260,65,221,894,930,0.00,1,12.20
260,65,221,894,930,0.00,3,16.00
260,65,221,894,930,0.00,7,18.70
260,65,221,894,930,0.00,28,30.30
260,65,221,894,930,0.00,90,32.50
260,65,221,894,930,0.00,180,34.40
228,97,228,890,927,0.00,1,9.20
228,97,228,890,927,0.00,3,12.20
228,97,228,890,927,0.00,7,15.50
228,97,228,890,927,0.00,28,30.00
228,97,228,890,927,0.00,90,30.10
228,97,228,890,927,0.00,180,30.10
325,0,205,900,940,0.40,1,10.80
325,0,205,900,940,0.40,3,19.10
325,0,205,900,940,0.40,7,27.80
325,0,205,900,940,0.40,28,37.80
325,0,205,900,940,0.40,90,44.70
325,0,205,900,940,0.40,180,45.80
260,65,205,900,940,1.00,1,12.80
260,65,205,900,940,1.00,3,18.60
260,65,205,900,940,1.00,7,22.80
260,65,205,900,940,1.00,28,32.00
260,65,205,900,940,1.00,90,37.60
260,65,205,900,940,1.00,180,37.60
228,97,205,900,940,1.61,1,11.40
228,97,205,900,940,1.61,3,15.70
228,97,205,900,940,1.61,7,25.10
228,97,205,900,940,1.61,28,30.10
228,97,205,900,940,1.61,90,33.70
228,97,205,900,940,1.61,180,35.00
534,0,170.88,690,1050,0.40,7,49.37
534,0,170.88,690,1050,0.40,28,56.61
534,0,170.88,690,1050,0.40,91,61.81
481,48.1,169.312,690,1050,0.20,7,52.12
481,48.1,169.312,690,1050,0.20,28,61.61
481,48.1,169.312,690,1050,0.20,91,65.59
481,48.1,169.312,690,1050,0.70,7,45.19
481,48.1,169.312,690,1050,0.70,28,55.90
481,48.1,169.312,690,1050,0.70,91,63.95
427,85.4,163.968,690,1050,0.20,7,40.29
427,85.4,163.968,690,1050,0.20,28,52.43
427,85.4,163.968,690,1050,0.20,91,65.79
427,85.4,163.968,690,1050,0.80,7,31.11
427,85.4,163.968,690,1050,0.80,28,48.35
427,85.4,163.968,690,1050,0.80,91,69.87
462,0,184.8,723,1018,0.10,7,36.52
462,0,184.8,723,1018,0.10,28,43.15
462,0,184.8,723,1018,0.10,91,46.51
416,41.6,183.04,723,1018,0.20,7,41.92
416,41.6,183.04,723,1018,0.20,28,51.41
416,41.6,183.04,723,1018,0.20,91,56.00
416,41.6,183.04,723,1018,0.27,7,28.46
416,41.6,183.04,723,1018,0.27,28,41.51
416,41.6,183.04,723,1018,0.27,91,52.43
370,74,177.6,723,1018,0.40,7,30.29
370,74,177.6,723,1018,0.40,28,41.62
370,74,177.6,723,1018,0.40,91,52.53
370,74,177.6,723,1018,0.50,7,24.07
370,74,177.6,723,1018,0.50,28,40.19
